Date,MATURITY,PX_LAST
2007-01-31,0A,43.45
2007-02-01,0A,44.4
2007-02-02,0A,41.8
2007-02-05,0A,41.65
2007-02-06,0A,42.15
2007-02-07,0A,42.1
2007-02-08,0A,41.0
2007-02-09,0A,45.85
2007-02-12,0A,45.5
2007-02-13,0A,32.55
2007-02-14,0A,46.05
2007-02-15,0A,34.95
2007-02-16,0A,38.0
2007-02-19,0A,38.05
2007-02-20,0A,39.65
2007-02-21,0A,37.45
2007-02-22,0A,35.4
2007-02-23,0A,37.1
2007-02-26,0A,40.0
2007-02-27,0A,51.15
2007-02-28,0A,56.35
2007-03-01,0A,65.65
2007-03-02,0A,76.7
2007-03-05,0A,70.75
2007-03-06,0A,71.65
2007-03-07,0A,71.4
2007-03-08,0A,71.75
2007-03-09,0A,56.65
2007-03-12,0A,61.85
2007-03-13,0A,87.7
2007-03-14,0A,81.9
2007-03-15,0A,75.4
2007-03-16,0A,73.0
2007-03-19,0A,72.4
2007-03-20,0A,73.1
2007-03-21,0A,72.1
2007-03-22,0A,72.2
2007-03-23,0A,72.55
2007-03-26,0A,76.45
2007-03-27,0A,78.3
2007-03-28,0A,77.2
2007-03-29,0A,69.9
2007-03-30,0A,70.7
2007-04-02,0A,68.1
2007-04-03,0A,70.3
2007-04-04,0A,70.4
2007-04-05,0A,64.6
2007-04-06,0A,56.9
2007-04-09,0A,54.8
2007-04-10,0A,60.55
2007-04-11,0A,63.0
2007-04-12,0A,53.45
2007-04-13,0A,53.7
2007-04-16,0A,63.0
2007-04-17,0A,59.0
2007-04-18,0A,50.55
2007-04-19,0A,52.85
2007-04-20,0A,52.0
2007-04-23,0A,52.05
2007-04-24,0A,54.95
2007-04-25,0A,53.75
2007-04-26,0A,51.35
2007-04-27,0A,50.65
2007-04-30,0A,54.8
2007-05-01,0A,56.45
2007-05-02,0A,53.8
2007-05-03,0A,53.25
2007-05-04,0A,49.8
2007-05-07,0A,50.35
2007-05-08,0A,49.65
2007-05-09,0A,48.1
2007-05-10,0A,47.25
2007-05-11,0A,46.45
2007-05-14,0A,44.05
2007-05-15,0A,44.1
2007-05-16,0A,41.3
2007-05-17,0A,39.8
2007-05-18,0A,40.55
2007-05-21,0A,39.1
2007-05-22,0A,39.05
2007-05-23,0A,37.1
2007-05-24,0A,38.0
2007-05-25,0A,38.0
2007-05-28,0A,38.0
2007-05-29,0A,41.4
2007-05-30,0A,42.6
2007-05-31,0A,42.6
2007-06-01,0A,36.4
2007-06-04,0A,35.95
2007-06-05,0A,36.0
2007-06-06,0A,38.25
2007-06-07,0A,36.85
2007-06-08,0A,37.9
2007-06-11,0A,32.85
2007-06-12,0A,40.05
2007-06-13,0A,35.9
2007-06-14,0A,34.15
2007-06-15,0A,29.8
2007-06-18,0A,29.6
2007-06-19,0A,31.75
2007-06-20,0A,31.05
2007-06-21,0A,35.0
2007-06-22,0A,34.4
2007-06-25,0A,43.25
2007-06-26,0A,44.2
2007-06-27,0A,49.6
2007-06-28,0A,46.05
2007-06-29,0A,46.15
2007-07-02,0A,47.45
2007-07-03,0A,47.5
2007-07-04,0A,48.15
2007-07-05,0A,45.1
2007-07-06,0A,45.35
2007-07-09,0A,46.5
2007-07-10,0A,49.6
2007-07-11,0A,45.4
2007-07-12,0A,46.15
2007-07-13,0A,44.6
2007-07-16,0A,45.05
2007-07-17,0A,42.8
2007-07-18,0A,39.55
2007-07-19,0A,41.65
2007-07-20,0A,41.85
2007-07-23,0A,44.0
2007-07-24,0A,44.6
2007-07-25,0A,43.4
2007-07-26,0A,79.0
2007-07-27,0A,90.9
2007-07-30,0A,80.75
2007-07-31,0A,79.45
2007-08-01,0A,77.1
2007-08-02,0A,76.15
2007-08-03,0A,83.55
2007-08-06,0A,101.95
2007-08-07,0A,88.95
2007-08-08,0A,78.4
2007-08-09,0A,100.65
2007-08-10,0A,78.6
2007-08-13,0A,106.55
2007-08-14,0A,119.6
2007-08-15,0A,114.4
2007-08-16,0A,130.9
2007-08-17,0A,115.05
2007-08-20,0A,120.0
2007-08-21,0A,134.5
2007-08-22,0A,122.0
2007-08-23,0A,123.35
2007-08-24,0A,117.35
2007-08-27,0A,115.75
2007-08-28,0A,124.6
2007-08-29,0A,124.05
2007-08-30,0A,135.95
2007-08-31,0A,135.35
2007-09-03,0A,130.8
2007-09-04,0A,136.9
2007-09-05,0A,139.2
2007-09-06,0A,129.35
2007-09-07,0A,140.95
2007-09-10,0A,143.25
2007-09-11,0A,136.8
2007-09-12,0A,141.3
2007-09-13,0A,130.35
2007-09-14,0A,130.0
2007-09-17,0A,133.5
2007-09-18,0A,127.05
2007-09-19,0A,108.4
2007-09-20,0A,107.6
2007-09-21,0A,112.55
2007-09-24,0A,115.25
2007-09-25,0A,123.9
2007-09-26,0A,119.0
2007-09-27,0A,116.95
2007-09-28,0A,114.4
2007-10-01,0A,125.0
2007-10-02,0A,129.95
2007-10-03,0A,119.25
2007-10-04,0A,115.35
2007-10-05,0A,103.8
2007-10-08,0A,108.0
2007-10-09,0A,104.4
2007-10-10,0A,94.3
2007-10-11,0A,94.3
2007-10-12,0A,85.25
2007-10-15,0A,90.0
2007-10-16,0A,92.0
2007-10-17,0A,96.35
2007-10-18,0A,96.4
2007-10-19,0A,100.9
2007-10-22,0A,102.25
2007-10-23,0A,105.55
2007-10-24,0A,112.5
2007-10-25,0A,108.45
2007-10-26,0A,106.45
2007-10-29,0A,105.8
2007-10-30,0A,101.85
2007-10-31,0A,94.65
2007-11-01,0A,111.75
2007-11-02,0A,107.25
2007-11-05,0A,109.85
2007-11-06,0A,112.45
2007-11-07,0A,120.15
2007-11-08,0A,129.65
2007-11-09,0A,127.5
2007-11-12,0A,126.7
2007-11-13,0A,119.25
2007-11-14,0A,115.95
2007-11-15,0A,121.9
2007-11-16,0A,116.45
2007-11-19,0A,122.0
2007-11-20,0A,130.65
2007-11-21,0A,134.8
2007-11-22,0A,134.0
2007-11-23,0A,132.45
2007-11-26,0A,160.2
2007-11-27,0A,158.95
2007-11-28,0A,132.4
2007-11-29,0A,133.3
2007-11-30,0A,132.65
2007-12-03,0A,134.25
2007-12-04,0A,143.6
2007-12-05,0A,138.5
2007-12-06,0A,126.4
2007-12-07,0A,125.8
2007-12-10,0A,133.9
2007-12-11,0A,136.7
2007-12-12,0A,132.65
2007-12-13,0A,123.2
2007-12-14,0A,118.9
2007-12-17,0A,133.35
2007-12-18,0A,136.0
2007-12-19,0A,138.65
2007-12-20,0A,133.95
2007-12-21,0A,126.85
2007-12-24,0A,131.2
2007-12-25,0A,131.2
2007-12-26,0A,127.4
2007-12-27,0A,116.25
2007-12-28,0A,119.1
2007-12-31,0A,134.2
2008-01-01,0A,134.2
2008-01-02,0A,135.25
2008-01-03,0A,131.95
2008-01-04,0A,129.75
2008-01-07,0A,134.35
2008-01-08,0A,122.8
2008-01-09,0A,119.1
2008-01-10,0A,116.95
2008-01-11,0A,128.95
2008-01-14,0A,126.9
2008-01-15,0A,129.9
2008-01-16,0A,121.65
2008-01-17,0A,127.1
2008-01-18,0A,130.95
2008-01-21,0A,170.5
2008-01-22,0A,172.6
2008-01-23,0A,151.9
2008-01-24,0A,166.7
2008-01-25,0A,189.15
2008-01-28,0A,156.6
2008-01-29,0A,154.9
2008-01-30,0A,154.05
2008-01-31,0A,150.7
2008-02-01,0A,124.8
2008-02-04,0A,136.075
2008-02-05,0A,146.975
2008-02-06,0A,136.825
2008-02-07,0A,130.5
2008-02-08,0A,135.9
2008-02-11,0A,145.25
2008-02-12,0A,144.45
2008-02-13,0A,139.225
2008-02-14,0A,140.5
2008-02-15,0A,136.05
2008-02-18,0A,136.575
2008-02-19,0A,136.025
2008-02-20,0A,150.05
2008-02-21,0A,162.6
2008-02-22,0A,148.2
2008-02-25,0A,153.35
2008-02-26,0A,157.75
2008-02-27,0A,146.55
2008-02-28,0A,147.975
2008-02-29,0A,155.3
2008-03-03,0A,153.925
2008-03-04,0A,161.225
2008-03-05,0A,159.5
2008-03-06,0A,168.7
2008-03-07,0A,161.9
2008-03-10,0A,169.25
2008-03-11,0A,147.0
2008-03-12,0A,162.1
2008-03-13,0A,153.3
2008-03-14,0A,171.175
2008-03-17,0A,167.025
2008-03-18,0A,142.95
2008-03-19,0A,149.075
2008-03-20,0A,142.875
2008-03-21,0A,142.675
2008-03-24,0A,141.275
2008-03-25,0A,152.575
2008-03-26,0A,148.975
2008-03-27,0A,140.075
2008-03-28,0A,136.3
2008-03-31,0A,140.975
2008-04-01,0A,129.375
2008-04-02,0A,131.875
2008-04-03,0A,126.5
2008-04-04,0A,126.525
2008-04-07,0A,122.35
2008-04-08,0A,123.325
2008-04-09,0A,124.275
2008-04-10,0A,121.225
2008-04-11,0A,125.125
2008-04-14,0A,129.775
2008-04-15,0A,125.4
2008-04-16,0A,127.9
2008-04-17,0A,135.1
2008-04-18,0A,161.6
2008-04-21,0A,168.375
2008-04-22,0A,169.125
2008-04-23,0A,162.775
2008-04-24,0A,153.525
2008-04-25,0A,162.025
2008-04-28,0A,155.3
2008-04-29,0A,158.975
2008-04-30,0A,150.5
2008-05-01,0A,135.775
2008-05-02,0A,125.625
2008-05-05,0A,110.15
2008-05-06,0A,130.475
2008-05-07,0A,126.575
2008-05-08,0A,124.95
2008-05-09,0A,123.85
2008-05-12,0A,128.35
2008-05-13,0A,131.575
2008-05-14,0A,140.025
2008-05-15,0A,144.475
2008-05-16,0A,135.025
2008-05-19,0A,136.7
2008-05-20,0A,136.325
2008-05-21,0A,129.325
2008-05-22,0A,131.15
2008-05-23,0A,133.125
2008-05-26,0A,129.675
2008-05-27,0A,128.9
2008-05-28,0A,138.7
2008-05-29,0A,142.675
2008-05-30,0A,141.325
2008-06-02,0A,142.375
2008-06-03,0A,144.65
2008-06-04,0A,135.2
2008-06-05,0A,140.475
2008-06-06,0A,155.825
2008-06-09,0A,152.975
2008-06-10,0A,176.65
2008-06-11,0A,168.45
2008-06-12,0A,162.2
2008-06-13,0A,188.275
2008-06-16,0A,167.375
2008-06-17,0A,182.325
2008-06-18,0A,161.125
2008-06-19,0A,156.6
2008-06-20,0A,163.65
2008-06-23,0A,166.95
2008-06-24,0A,171.0
2008-06-25,0A,162.275
2008-06-26,0A,170.3
2008-06-27,0A,160.35
2008-06-30,0A,154.025
2008-07-01,0A,163.5
2008-07-02,0A,163.475
2008-07-03,0A,152.775
2008-07-04,0A,152.075
2008-07-07,0A,160.175
2008-07-08,0A,147.55
2008-07-09,0A,143.525
2008-07-10,0A,142.1
2008-07-11,0A,152.8
2008-07-14,0A,158.475
2008-07-15,0A,150.825
2008-07-16,0A,139.475
2008-07-17,0A,153.95
2008-07-18,0A,145.95
2008-07-21,0A,157.525
2008-07-22,0A,145.35
2008-07-23,0A,143.0
2008-07-24,0A,146.8
2008-07-25,0A,136.7
2008-07-28,0A,147.9
2008-07-29,0A,142.375
2008-07-30,0A,142.55
2008-07-31,0A,130.85
2008-08-01,0A,118.125
2008-08-04,0A,121.5
2008-08-05,0A,119.925
2008-08-06,0A,106.1
2008-08-07,0A,107.625
2008-08-08,0A,105.175
2008-08-11,0A,106.025
2008-08-12,0A,113.65
2008-08-13,0A,106.0
2008-08-14,0A,107.025
2008-08-15,0A,107.3
2008-08-18,0A,108.425
2008-08-19,0A,112.425
2008-08-20,0A,107.525
2008-08-21,0A,103.625
2008-08-22,0A,102.7
2008-08-25,0A,104.175
2008-08-26,0A,105.625
2008-08-27,0A,101.575
2008-08-28,0A,101.7
2008-08-29,0A,100.05
2008-09-01,0A,100.6
2008-09-02,0A,106.925
2008-09-03,0A,108.075
2008-09-04,0A,112.725
2008-09-05,0A,103.1
2008-09-08,0A,119.925
2008-09-09,0A,108.925
2008-09-10,0A,111.8
2008-09-11,0A,102.725
2008-09-12,0A,108.025
2008-09-15,0A,196.25
2008-09-16,0A,155.45
2008-09-17,0A,201.7
2008-09-18,0A,194.775
2008-09-19,0A,176.675
2008-09-22,0A,183.5
2008-09-23,0A,179.975
2008-09-24,0A,191.6
2008-09-25,0A,196.425
2008-09-29,0A,285.925
2008-09-30,0A,294.55
2008-10-01,0A,285.175
2008-10-02,0A,281.475
2008-10-03,0A,287.225
2008-10-06,0A,358.1
2008-10-07,0A,377.025
2008-10-08,0A,377.125
2008-10-09,0A,285.15
2008-10-10,0A,297.075
2008-10-13,0A,302.075
2008-10-14,0A,254.2
2008-10-15,0A,241.7
2008-10-16,0A,234.9
2008-10-17,0A,223.525
2008-10-20,0A,200.875
2008-10-21,0A,203.15
2008-10-22,0A,208.55
2008-10-23,0A,226.425
2008-10-24,0A,200.775
2008-10-27,0A,208.55
2008-10-28,0A,202.375
2008-10-29,0A,189.8
2008-10-30,0A,167.4
2008-10-31,0A,165.8
2008-11-03,0A,166.25
2008-11-04,0A,163.85
2008-11-05,0A,174.725
2008-11-06,0A,165.75
2008-11-07,0A,157.05
2008-11-10,0A,156.425
2008-11-11,0A,158.3
2008-11-12,0A,162.9
2008-11-13,0A,196.525
2008-11-14,0A,202.8
2008-11-17,0A,211.275
2008-11-18,0A,218.375
2008-11-19,0A,217.825
2008-11-20,0A,213.275
2008-11-21,0A,218.225
2008-11-24,0A,190.7
2008-11-25,0A,199.475
2008-11-26,0A,181.5
2008-11-27,0A,176.625
2008-11-28,0A,180.525
2008-12-01,0A,184.0
2008-12-02,0A,174.075
2008-12-03,0A,168.15
2008-12-04,0A,172.475
2008-12-05,0A,172.375
2008-12-08,0A,180.525
2008-12-09,0A,183.9
2008-12-10,0A,179.95
2008-12-11,0A,177.175
2008-12-12,0A,176.35
2008-12-15,0A,178.475
2008-12-16,0A,129.675
2008-12-17,0A,118.775
2008-12-18,0A,122.05
2008-12-19,0A,123.525
2008-12-22,0A,126.75
2008-12-23,0A,124.175
2008-12-24,0A,120.075
2008-12-25,0A,120.3
2008-12-26,0A,119.625
2008-12-29,0A,123.475
2008-12-30,0A,124.75
2008-12-31,0A,121.625
2009-01-01,0A,119.65
2009-01-02,0A,117.775
2009-01-05,0A,113.15
2009-01-06,0A,109.85
2009-01-07,0A,98.025
2009-01-08,0A,99.525
2009-01-09,0A,89.025
2009-01-12,0A,90.075
2009-01-13,0A,79.125
2009-01-14,0A,75.95
2009-01-15,0A,89.175
2009-01-16,0A,88.85
2009-01-19,0A,87.825
2009-01-20,0A,99.95
2009-01-21,0A,98.675
2009-01-22,0A,98.975
2009-01-23,0A,138.55
2009-01-26,0A,131.5
2009-01-27,0A,121.675
2009-01-28,0A,116.825
2009-01-29,0A,120.175
2009-01-30,0A,132.075
2009-02-02,0A,138.475
2009-02-03,0A,136.5
2009-02-04,0A,130.55
2009-02-05,0A,122.875
2009-02-06,0A,136.425
2009-02-09,0A,131.775
2009-02-10,0A,126.675
2009-02-11,0A,111.775
2009-02-12,0A,105.55
2009-02-13,0A,112.9
2009-02-16,0A,110.2
2009-02-17,0A,117.85
2009-02-18,0A,113.975
2009-02-19,0A,112.4
2009-02-20,0A,107.25
2009-02-23,0A,106.475
2009-02-24,0A,106.75
2009-02-25,0A,107.775
2009-02-26,0A,103.825
2009-02-27,0A,105.225
2009-03-02,0A,104.3
2009-03-03,0A,109.05
2009-03-04,0A,103.1
2009-03-05,0A,95.075
2009-03-06,0A,95.475
2009-03-09,0A,101.85
2009-03-10,0A,93.225
2009-03-11,0A,89.95
2009-03-12,0A,92.35
2009-03-13,0A,95.75
2009-03-16,0A,99.15
2009-03-17,0A,100.65
2009-03-18,0A,92.15
2009-03-19,0A,81.7
2009-03-20,0A,82.85
2009-03-23,0A,84.575
2009-03-24,0A,82.675
2009-03-25,0A,82.275
2009-03-26,0A,78.175
2009-03-27,0A,76.1
2009-03-30,0A,78.95
2009-03-31,0A,77.35
2009-04-01,0A,74.6
2009-04-02,0A,70.65
2009-04-03,0A,76.05
2009-04-06,0A,80.05
2009-04-07,0A,78.2
2009-04-08,0A,77.675
2009-04-09,0A,76.1
2009-04-10,0A,75.825
2009-04-13,0A,74.75
2009-04-14,0A,72.775
2009-04-15,0A,71.775
2009-04-16,0A,66.9
2009-04-17,0A,79.1
2009-04-20,0A,81.725
2009-04-21,0A,84.45
2009-04-22,0A,86.575
2009-04-23,0A,74.95
2009-04-24,0A,80.95
2009-04-27,0A,79.625
2009-04-28,0A,79.025
2009-04-29,0A,80.35
2009-04-30,0A,76.625
2009-05-01,0A,77.625
2009-05-04,0A,79.575
2009-05-05,0A,80.9
2009-05-06,0A,78.325
2009-05-07,0A,73.75
2009-05-08,0A,77.075
2009-05-11,0A,70.4
2009-05-12,0A,78.675
2009-05-13,0A,78.125
2009-05-14,0A,75.1
2009-05-15,0A,74.475
2009-05-18,0A,70.75
2009-05-19,0A,69.35
2009-05-20,0A,65.775
2009-05-21,0A,68.575
2009-05-22,0A,74.975
2009-05-25,0A,73.375
2009-05-26,0A,76.95
2009-05-27,0A,77.25
2009-05-28,0A,77.375
2009-05-29,0A,74.675
2009-06-01,0A,91.075
2009-06-02,0A,94.325
2009-06-03,0A,78.025
2009-06-04,0A,74.7
2009-06-05,0A,107.675
2009-06-08,0A,174.025
2009-06-09,0A,174.75
2009-06-10,0A,164.6
2009-06-11,0A,114.325
2009-06-12,0A,102.15
2009-06-15,0A,106.2
2009-06-16,0A,106.675
2009-06-17,0A,106.775
2009-06-18,0A,109.225
2009-06-19,0A,113.25
2009-06-22,0A,118.55
2009-06-23,0A,106.275
2009-06-24,0A,97.825
2009-06-25,0A,106.375
2009-06-26,0A,89.15
2009-06-29,0A,88.825
2009-06-30,0A,95.675
2009-07-01,0A,90.05
2009-07-02,0A,77.4
2009-07-03,0A,78.95
2009-07-06,0A,78.0
2009-07-07,0A,77.025
2009-07-08,0A,72.775
2009-07-09,0A,71.625
2009-07-10,0A,72.275
2009-07-13,0A,69.775
2009-07-14,0A,75.825
2009-07-15,0A,78.975
2009-07-16,0A,78.25
2009-07-17,0A,79.65
2009-07-20,0A,77.275
2009-07-21,0A,75.075
2009-07-22,0A,73.175
2009-07-23,0A,74.425
2009-07-24,0A,75.375
2009-07-27,0A,76.6
2009-07-28,0A,73.675
2009-07-29,0A,73.025
2009-07-30,0A,77.1
2009-07-31,0A,83.075
2009-08-03,0A,80.375
2009-08-04,0A,80.025
2009-08-05,0A,88.05
2009-08-06,0A,89.975
2009-08-07,0A,95.2
2009-08-10,0A,99.475
2009-08-11,0A,103.125
2009-08-12,0A,93.2
2009-08-13,0A,93.875
2009-08-14,0A,92.725
2009-08-17,0A,90.6
2009-08-18,0A,86.725
2009-08-19,0A,83.9
2009-08-20,0A,83.0
2009-08-21,0A,81.925
2009-08-24,0A,79.95
2009-08-25,0A,77.675
2009-08-26,0A,68.55
2009-08-27,0A,79.325
2009-08-28,0A,61.375
2009-08-31,0A,66.0
2009-09-01,0A,67.425
2009-09-02,0A,67.075
2009-09-03,0A,69.4
2009-09-04,0A,67.45
2009-09-07,0A,61.825
2009-09-08,0A,67.175
2009-09-09,0A,62.775
2009-09-10,0A,57.0
2009-09-11,0A,53.225
2009-09-14,0A,54.85
2009-09-15,0A,55.75
2009-09-16,0A,57.9
2009-09-17,0A,56.475
2009-09-18,0A,64.3
2009-09-21,0A,64.175
2009-09-22,0A,64.35
2009-09-23,0A,66.3
2009-09-24,0A,65.65
2009-09-25,0A,62.65
2009-09-28,0A,79.775
2009-09-29,0A,80.925
2009-09-30,0A,74.85
2009-10-01,0A,79.0
2009-10-02,0A,75.0
2009-10-05,0A,74.875
2009-10-06,0A,71.5
2009-10-07,0A,65.55
2009-10-08,0A,61.75
2009-10-09,0A,71.75
2009-10-12,0A,70.725
2009-10-13,0A,70.65
2009-10-14,0A,68.2
2009-10-15,0A,76.025
2009-10-16,0A,72.6
2009-10-19,0A,73.4
2009-10-20,0A,69.725
2009-10-21,0A,70.3
2009-10-22,0A,70.075
2009-10-23,0A,73.775
2009-10-26,0A,73.2
2009-10-27,0A,78.075
2009-10-28,0A,58.725
2009-10-29,0A,58.575
2009-10-30,0A,59.625
2009-11-02,0A,60.85
2009-11-03,0A,58.75
2009-11-04,0A,60.625
2009-11-05,0A,57.55
2009-11-06,0A,44.475
2009-11-09,0A,46.75
2009-11-10,0A,42.525
2009-11-11,0A,41.75
2009-11-12,0A,44.25
2009-11-13,0A,42.7
2009-11-16,0A,45.4
2009-11-17,0A,44.925
2009-11-18,0A,43.9
2009-11-19,0A,41.4
2009-11-20,0A,42.125
2009-11-23,0A,42.3
2009-11-24,0A,40.7
2009-11-25,0A,40.9
2009-11-26,0A,40.625
2009-11-27,0A,46.0
2009-11-30,0A,51.35
2009-12-01,0A,52.825
2009-12-02,0A,52.9
2009-12-03,0A,54.425
2009-12-04,0A,56.575
2009-12-07,0A,59.525
2009-12-08,0A,58.05
2009-12-09,0A,58.875
2009-12-10,0A,60.375
2009-12-11,0A,61.65
2009-12-14,0A,61.25
2009-12-15,0A,67.05
2009-12-16,0A,61.725
2009-12-17,0A,62.5
2009-12-18,0A,61.2
2009-12-21,0A,62.15
2009-12-22,0A,71.45
2009-12-23,0A,65.975
2009-12-24,0A,68.025
2009-12-25,0A,68.025
2009-12-28,0A,74.85
2009-12-29,0A,74.6
2009-12-30,0A,69.05
2009-12-31,0A,71.775
2010-01-01,0A,71.775
2010-01-04,0A,71.55
2010-01-05,0A,71.2
2010-01-06,0A,65.825
2010-01-07,0A,66.15
2010-01-08,0A,63.525
2010-01-11,0A,60.025
2010-01-12,0A,49.25
2010-01-13,0A,56.875
2010-01-14,0A,54.35
2010-01-15,0A,52.625
2010-01-18,0A,50.175
2010-01-19,0A,49.925
2010-01-20,0A,49.6
2010-01-21,0A,49.425
2010-01-22,0A,50.925
2010-01-25,0A,51.225
2010-01-26,0A,56.125
2010-01-27,0A,49.45
2010-01-28,0A,50.3
2010-01-29,0A,49.75
2010-02-01,0A,50.25
2010-02-02,0A,48.825
2010-02-03,0A,50.65
2010-02-04,0A,49.8
2010-02-05,0A,50.125
2010-02-08,0A,50.45
2010-02-09,0A,51.0
2010-02-10,0A,52.225
2010-02-11,0A,51.825
2010-02-12,0A,49.05
2010-02-15,0A,49.1
2010-02-16,0A,48.675
2010-02-17,0A,48.65
2010-02-18,0A,50.5
2010-02-19,0A,50.925
2010-02-22,0A,50.675
2010-02-23,0A,47.9
2010-02-24,0A,47.825
2010-02-25,0A,43.975
2010-02-26,0A,43.825
2010-03-01,0A,47.25
2010-03-02,0A,41.675
2010-03-03,0A,45.625
2010-03-04,0A,42.95
2010-03-05,0A,41.925
2010-03-08,0A,41.9
2010-03-09,0A,41.725
2010-03-10,0A,40.1
2010-03-11,0A,40.525
2010-03-12,0A,44.775
2010-03-15,0A,42.875
2010-03-16,0A,41.9
2010-03-17,0A,42.825
2010-03-18,0A,44.775
2010-03-19,0A,47.825
2010-03-22,0A,50.6
2010-03-23,0A,55.175
2010-03-24,0A,55.9
2010-03-25,0A,55.275
2010-03-26,0A,57.025
2010-03-29,0A,52.675
2010-03-30,0A,51.475
2010-03-31,0A,51.35
2010-04-01,0A,53.075
2010-04-02,0A,54.15
2010-04-05,0A,56.5
2010-04-06,0A,57.225
2010-04-07,0A,58.425
2010-04-08,0A,54.5
2010-04-09,0A,55.0
2010-04-12,0A,55.45
2010-04-13,0A,55.575
2010-04-14,0A,52.825
2010-04-15,0A,52.55
2010-04-16,0A,50.6
2010-04-19,0A,49.425
2010-04-20,0A,50.25
2010-04-21,0A,49.325
2010-04-22,0A,51.775
2010-04-23,0A,58.175
2010-04-26,0A,60.725
2010-04-27,0A,63.225
2010-04-28,0A,55.85
2010-04-29,0A,53.175
2010-04-30,0A,55.85
2010-05-03,0A,56.9
2010-05-04,0A,63.775
2010-05-05,0A,62.825
2010-05-06,0A,90.325
2010-05-07,0A,81.475
2010-05-10,0A,73.375
2010-05-11,0A,65.75
2010-05-12,0A,59.2
2010-05-13,0A,57.35
2010-05-14,0A,62.9
2010-05-17,0A,61.175
2010-05-18,0A,58.875
2010-05-19,0A,52.25
2010-05-20,0A,56.7
2010-05-21,0A,59.3
2010-05-24,0A,74.2
2010-05-25,0A,91.15
2010-05-26,0A,86.025
2010-05-27,0A,75.225
2010-05-28,0A,68.825
2010-05-31,0A,69.075
2010-06-01,0A,67.075
2010-06-02,0A,64.275
2010-06-03,0A,59.85
2010-06-04,0A,59.4
2010-06-07,0A,59.1
2010-06-08,0A,58.55
2010-06-09,0A,57.15
2010-06-10,0A,54.6
2010-06-11,0A,56.575
2010-06-14,0A,57.25
2010-06-15,0A,55.15
2010-06-16,0A,53.3
2010-06-17,0A,45.25
2010-06-18,0A,44.825
2010-06-21,0A,43.875
2010-06-22,0A,48.525
2010-06-23,0A,46.175
2010-06-24,0A,47.775
2010-06-25,0A,45.925
2010-06-28,0A,49.425
2010-06-29,0A,55.45
2010-06-30,0A,53.075
2010-07-01,0A,57.325
2010-07-02,0A,52.025
2010-07-05,0A,46.625
2010-07-06,0A,52.6
2010-07-07,0A,53.825
2010-07-08,0A,53.0
2010-07-09,0A,52.025
2010-07-12,0A,47.275
2010-07-13,0A,48.625
2010-07-14,0A,45.25
2010-07-15,0A,45.425
2010-07-16,0A,47.025
2010-07-19,0A,48.0
2010-07-20,0A,44.325
2010-07-21,0A,43.875
2010-07-22,0A,42.35
2010-07-23,0A,43.2
2010-07-26,0A,42.6
2010-07-27,0A,44.85
2010-07-28,0A,42.9
2010-07-29,0A,43.025
2010-07-30,0A,44.475
2010-08-02,0A,45.85
2010-08-03,0A,48.8
2010-08-04,0A,48.225
2010-08-05,0A,46.725
2010-08-06,0A,45.475
2010-08-09,0A,47.45
2010-08-10,0A,44.275
2010-08-11,0A,37.325
2010-08-12,0A,39.825
2010-08-13,0A,41.725
2010-08-16,0A,40.075
2010-08-17,0A,38.2
2010-08-18,0A,34.4
2010-08-19,0A,35.9
2010-08-20,0A,37.0
2010-08-23,0A,39.375
2010-08-24,0A,40.55
2010-08-25,0A,46.025
2010-08-26,0A,48.025
2010-08-27,0A,49.0
2010-08-30,0A,43.95
2010-08-31,0A,41.875
2010-09-01,0A,44.975
2010-09-02,0A,40.875
2010-09-03,0A,37.35
2010-09-06,0A,40.175
2010-09-07,0A,41.125
2010-09-08,0A,42.575
2010-09-09,0A,43.25
2010-09-10,0A,43.825
2010-09-13,0A,44.325
2010-09-14,0A,45.4
2010-09-15,0A,46.85
2010-09-16,0A,45.275
2010-09-17,0A,43.7
2010-09-20,0A,43.55
2010-09-21,0A,38.35
2010-09-22,0A,37.9
2010-09-23,0A,35.375
2010-09-24,0A,32.45
2010-09-27,0A,34.3
2010-09-28,0A,33.625
2010-09-29,0A,34.05
2010-09-30,0A,33.4
2010-10-01,0A,33.05
2010-10-04,0A,36.125
2010-10-05,0A,34.675
2010-10-06,0A,23.2
2010-10-07,0A,23.95
2010-10-08,0A,33.05
2010-10-11,0A,32.75
2010-10-12,0A,32.85
2010-10-13,0A,33.025
2010-10-14,0A,38.4
2010-10-15,0A,34.975
2010-10-18,0A,36.4
2010-10-19,0A,36.5
2010-10-20,0A,34.25
2010-10-21,0A,35.4
2010-10-22,0A,36.675
2010-10-25,0A,34.725
2010-10-26,0A,41.675
2010-10-27,0A,40.35
2010-10-28,0A,40.5
2010-10-29,0A,38.05
2010-11-01,0A,42.25
2010-11-02,0A,41.825
2010-11-03,0A,36.925
2010-11-04,0A,33.825
2010-11-05,0A,32.925
2010-11-08,0A,40.7
2010-11-09,0A,50.125
2010-11-10,0A,55.3
2010-11-11,0A,55.075
2010-11-12,0A,62.6
2010-11-15,0A,74.25
2010-11-16,0A,54.75
2010-11-17,0A,45.175
2010-11-18,0A,51.875
2010-11-19,0A,49.9
2010-11-22,0A,47.15
2010-11-23,0A,47.65
2010-11-24,0A,64.775
2010-11-25,0A,64.4
2010-11-26,0A,67.7
2010-11-29,0A,69.4
